Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
04/02/2018,160,14,High,moncton,NB,Medicate without a medical document,A few times per week,3.5
31/01/2018,10,1,Medium,moncton,NB,Use recreationally,A few times per week,3.5
29/01/2018,6,1,High,moncton,NB,Medicate with a medical document,Daily,3.5
30/01/2018,40,7,Medium,moncton,NB,Use recreationally,A few times per week,3.5
28/01/2018,140,28,Medium,moncton,NB,Medicate with a medical document,Daily,3.5
30/01/2018,120,28,High,moncton,NB,Use recreationally,A few times per week,3.5
30/01/2018,3.9,1,High,moncton,NB,Medicate with a medical document,Daily,3.5
02/02/2018,10,1,Medium,moncton,NB,Use recreationally,A few times per month,1
29/01/2018,18,1,High,moncton,NB,Medicate without a medical document,A few times per month,0.5
04/02/2018,250,28,High,moncton,NB,Medicate without a medical document,A few times per week,0.5
02/02/2018,60,7,Medium,moncton,NB,Medicate without a medical document,A few times a year,0.5
30/01/2018,25,3.5,Medium,moncton,NB,Use recreationally,A few times a year,0.5
31/01/2018,50,7,High,moncton,NB,Use recreationally,A few times a year,0.5
31/01/2018,180,28,Low,moncton,NB,Medicate without a medical document,A few times per week,0.5
26/01/2018,150,28,Medium,moncton,NB,Use recreationally,A few times a year,0.5
31/01/2018,500,28,Medium,moncton,NB,Medicate with a medical document,,0
31/01/2018,10,1,Low,moncton,NB,Medicate without a medical document,A few times a year,0
31/01/2018,10,1,Medium,moncton,NB,Medicate without a medical document,A few times a year,0
31/01/2018,60,7,Medium,moncton,NB,Use recreationally,,0
30/01/2018,8,1,High,moncton,NB,Use recreationally,,0
30/01/2018,100,14,Medium,moncton,NB,Medicate without a medical document,,0
31/01/2018,180,28,High,moncton,NB,Use recreationally,,0
26/01/2018,6,1,High,moncton,NB,Use recreationally,,0
28/01/2018,160,28,High,moncton,NB,Medicate without a medical document,,0
02/02/2018,150,28,High,moncton,NB,Medicate without a medical document,Daily,0
30/01/2018,120,28,Medium,moncton,NB,Use recreationally,,0
01/02/2018,120,28,Medium,moncton,NB,Use recreationally,,0
30/01/2018,4,1,Medium,moncton,NB,Use recreationally,,0
06/02/2018,4,1,High,moncton,NB,Medicate without a medical document,,0
30/01/2018,80,28,Medium,moncton,NB,Use recreationally,,0
30/01/2018,80,28,High,moncton,NB,Medicate without a medical document,,0
31/01/2018,40,7,Medium,dieppe,NB,Medicate without a medical document,A few times per week,3.5
25/01/2018,80,28,Medium,richibucto,NB,Use recreationally,Daily,28
26/01/2018,80,28,Medium,richibucto,NB,Use recreationally,Daily,28
31/01/2018,25,3.5,Medium,red bank 4,NB,Use recreationally,Daily,56
31/01/2018,100,28,High,miramichi,NB,Use recreationally,Daily,48
30/01/2018,42.5,5,High,miramichi,NB,Medicate with a medical document,Daily,28
29/01/2018,50,7,High,miramichi,NB,Use recreationally,Daily,28
31/01/2018,40,7,Medium,miramichi,NB,Use recreationally,Daily,28
31/01/2018,70,14,Medium,miramichi,NB,Medicate without a medical document,Daily,28
26/01/2018,155.25,30,Medium,miramichi,NB,Medicate with a medical document,Daily,15
30/01/2018,10,1,High,miramichi,NB,Use recreationally,Daily,14
31/01/2018,35,3.5,Medium,miramichi,NB,Medicate without a medical document,Daily,7
30/01/2018,100,28,High,miramichi,NB,Medicate without a medical document,Daily,7
30/01/2018,50,7,High,miramichi,NB,Use recreationally,A few times per week,3.5
29/01/2018,10,1,High,miramichi,NB,Use recreationally,A few times per month,1
30/01/2018,20,1,Medium,miramichi,NB,Medicate without a medical document,,0
01/02/2018,200,28,High,miramichi,NB,Use recreationally,,0
31/01/2018,40,7,High,miramichi,NB,Use recreationally,,0
06/02/2018,75,28,Medium,miramichi,NB,Use recreationally,,0
31/01/2018,60,7,Medium,prince william,NB,Use recreationally,A few times per week,14
26/01/2018,140,28,High,fredericton,NB,Medicate with a medical document,Daily,300
01/02/2018,15,1,High,fredericton,NB,Medicate with a medical document,Daily,210
02/02/2018,80,28,High,fredericton,NB,Use recreationally,Daily,150
02/02/2018,150,28,High,fredericton,NB,Medicate with a medical document,Daily,120
28/01/2018,5,1,High,fredericton,NB,Use recreationally,Daily,115
02/02/2018,12.5,1,High,fredericton,NB,Medicate with a medical document,Daily,90
30/01/2018,120,28,Medium,fredericton,NB,Medicate with a medical document,Daily,76
30/01/2018,6.5,1,Medium,fredericton,NB,Medicate with a medical document,Daily,60
01/02/2018,240,28,High,fredericton,NB,Medicate without a medical document,Daily,56
01/02/2018,125,28,High,fredericton,NB,Medicate with a medical document,Daily,56
31/01/2018,160,28,High,fredericton,NB,Use recreationally,Daily,50
31/01/2018,7,1,High,fredericton,NB,Medicate without a medical document,Daily,40
01/02/2018,200,28,High,fredericton,NB,Medicate without a medical document,Daily,30
30/01/2018,100,28,Medium,fredericton,NB,Use recreationally,Daily,30
30/01/2018,360,20,High,fredericton,NB,Medicate with a medical document,Daily,28
26/01/2018,10,1,Medium,fredericton,NB,Medicate with a medical document,Daily,28
30/01/2018,50,7,Medium,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,100,14,Medium,fredericton,NB,Use recreationally,Daily,28
31/01/2018,50,7,High,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,190,28,Medium,fredericton,NB,Medicate without a medical document,A few times per week,28
30/01/2018,45,7,Medium,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,175,28,High,fredericton,NB,Use recreationally,Daily,28
30/01/2018,170,28,Medium,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,160,28,High,fredericton,NB,Use recreationally,Daily,28
31/01/2018,40,7,Medium,fredericton,NB,Medicate with a medical document,Daily,28
26/01/2018,160,28,High,fredericton,NB,Use recreationally,A few times per week,28
31/01/2018,150,28,High,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,140,28,Medium,fredericton,NB,Use recreationally,Daily,28
01/02/2018,130,28,Medium,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,125,28,Medium,fredericton,NB,Medicate without a medical document,Daily,28
01/02/2018,125,28,High,fredericton,NB,Use recreationally,Daily,28
01/02/2018,120,28,High,fredericton,NB,Medicate without a medical document,Daily,28
02/02/2018,120,28,High,fredericton,NB,Medicate with a medical document,Daily,28
02/02/2018,4,1,Medium,fredericton,NB,Use recreationally,Daily,28
30/01/2018,100,28,Medium,fredericton,NB,Medicate without a medical document,Daily,28
31/01/2018,100,28,Medium,fredericton,NB,Medicate without a medical document,Daily,28
27/01/2018,3.57,1,Medium,fredericton,NB,Medicate without a medical document,Daily,28
30/01/2018,30,14,High,fredericton,NB,Medicate with a medical document,Daily,28
30/01/2018,180,28,High,fredericton,NB,Medicate without a medical document,Daily,15
31/01/2018,40,3.5,High,fredericton,NB,Medicate with a medical document,A few times per week,14
31/01/2018,60,7,High,fredericton,NB,Medicate without a medical document,Daily,14
01/02/2018,60,7,High,fredericton,NB,Medicate without a medical document,Daily,14
02/02/2018,60,7,High,fredericton,NB,Use recreationally,Daily,14
30/01/2018,50,7,Medium,fredericton,NB,Use recreationally,A few times per week,14
01/02/2018,40,7,Medium,fredericton,NB,Medicate without a medical document,Daily,14
26/01/2018,160,28,High,fredericton,NB,Use recreationally,A few times per week,14
31/01/2018,150,28,Medium,fredericton,NB,Medicate with a medical document,Daily,14
30/01/2018,60,14,High,fredericton,NB,Medicate without a medical document,Daily,14
31/01/2018,150,56,High,fredericton,NB,Use recreationally,Daily,14
30/01/2018,11.5,1,High,fredericton,NB,Medicate without a medical document,A few times per week,7
01/02/2018,10,1,High,fredericton,NB,Medicate with a medical document,Daily,7
30/01/2018,50,7,Medium,fredericton,NB,Use recreationally,A few times per week,7
31/01/2018,180,28,High,fredericton,NB,Medicate without a medical document,Daily,7
31/01/2018,180,28,High,fredericton,NB,Medicate without a medical document,Daily,7
30/01/2018,40,7,High,fredericton,NB,Use recreationally,A few times per week,7
31/01/2018,160,28,Medium,fredericton,NB,Use recreationally,A few times per week,7
02/02/2018,40,7,High,fredericton,NB,Use recreationally,A few times per week,7
03/02/2018,40,7,High,fredericton,NB,Medicate without a medical document,A few times per month,7
31/01/2018,5,1,Medium,fredericton,NB,Medicate without a medical document,A few times per week,7
31/01/2018,5,1,Medium,fredericton,NB,Use recreationally,A few times per week,7
01/02/2018,120,28,Low,fredericton,NB,Medicate without a medical document,A few times per week,7
31/01/2018,4,1,Medium,fredericton,NB,Use recreationally,A few times per week,7
30/01/2018,35,3.5,Medium,fredericton,NB,Use recreationally,A few times per month,3.5
31/01/2018,50,7,High,fredericton,NB,Use recreationally,A few times per week,3.5
30/01/2018,180,28,High,fredericton,NB,Use recreationally,A few times per month,3.5
31/01/2018,20,3.5,Medium,fredericton,NB,Medicate without a medical document,A few times per week,3.5
31/01/2018,20,3.5,High,fredericton,NB,Use recreationally,A few times per month,3.5
01/02/2018,4,1,High,fredericton,NB,Medicate without a medical document,A few times per week,3.5
31/01/2018,80,28,High,fredericton,NB,Use recreationally,A few times per week,3.5
31/01/2018,10,1,Medium,fredericton,NB,Use recreationally,A few times per month,1
31/01/2018,10,1,Medium,fredericton,NB,Use recreationally,A few times per month,1
31/01/2018,25,3.5,Medium,fredericton,NB,Use recreationally,A few times per month,1
30/01/2018,35,7,High,fredericton,NB,Use recreationally,A few times per month,1
31/01/2018,4,1,High,fredericton,NB,Use recreationally,A few times per month,1
02/02/2018,20,7,High,fredericton,NB,Use recreationally,A few times per month,1
30/01/2018,9,1,High,fredericton,NB,Medicate with a medical document,A few times per week,0.5
25/01/2018,200,28,Medium,fredericton,NB,Use recreationally,A few times a year,0.5
31/01/2018,5,1,Medium,fredericton,NB,Medicate without a medical document,A few times a year,0.5
30/01/2018,125,28,High,fredericton,NB,Use recreationally,A few times per week,0.5
31/01/2018,4,1,Medium,fredericton,NB,Use recreationally,A few times a year,0.5
29/01/2018,12,1,Medium,fredericton,NB,Medicate with a medical document,Daily,0
06/02/2018,300,28,Medium,fredericton,NB,Use recreationally,Daily,0
25/01/2018,10,1,Low,fredericton,NB,Use recreationally,,0
30/01/2018,60,7,Medium,fredericton,NB,Use recreationally,,0
30/01/2018,50,7,High,fredericton,NB,Use recreationally,,0
31/01/2018,25,3.5,Medium,fredericton,NB,Use recreationally,,0
31/01/2018,6.5,1,Medium,fredericton,NB,Use recreationally,,0
31/01/2018,175,28,Medium,fredericton,NB,Use recreationally,,0
31/01/2018,160,28,,fredericton,NB,Medicate without a medical document,Daily,0
25/01/2018,160,28,High,fredericton,NB,Use recreationally,,0
06/02/2018,80,14,High,fredericton,NB,Medicate without a medical document,,0
28/01/2018,150,28,High,fredericton,NB,Medicate with a medical document,,0
28/01/2018,150,28,High,fredericton,NB,Use recreationally,,0
31/01/2018,5,1,High,fredericton,NB,Medicate without a medical document,,0
30/01/2018,120,28,Medium,fredericton,NB,Medicate without a medical document,,0
31/01/2018,120,28,High,fredericton,NB,Use recreationally,,0
30/01/2018,100,28,Medium,fredericton,NB,Medicate with a medical document,,0
31/01/2018,30,14,High,fredericton,NB,Use recreationally,,0
30/01/2018,100,28,Medium,woodstock,NB,Use recreationally,Daily,3.5
31/01/2018,160,28,High,woodstock 23,NB,Medicate without a medical document,Daily,0
30/01/2018,200,28,Medium,woodstock,NB,Medicate without a medical document,Daily,30
31/01/2018,160,28,High,grand falls,NB,Medicate without a medical document,Daily,56
31/01/2018,10,1,High,grand falls,NB,Use recreationally,A few times a year,0.5
25/01/2018,110,28,High,edmundston,NB,Medicate without a medical document,Daily,28
31/01/2018,100,14,High,edmundston,NB,Use recreationally,Daily,3.5
25/01/2018,6,1,Medium,edmundston,NB,Use recreationally,A few times per month,3.5
25/01/2018,75,7,Medium,edmundston,NB,Use recreationally,A few times per month,1
31/01/2018,40,7,High,edmundston,NB,Use recreationally,A few times a year,0.1
01/02/2018,100,14,Medium,edmundston,NB,Use recreationally,,0
30/01/2018,90,14,High,dalhousie,NB,Medicate without a medical document,Daily,28
30/01/2018,100,28,High,dalhousie,NB,Medicate with a medical document,Daily,28
30/01/2018,180,28,High,atholville,NB,Use recreationally,,0
30/01/2018,25,3.5,High,campbellton,NB,Use recreationally,Daily,28
25/01/2018,45,7,High,campbellton,NB,Use recreationally,Daily,28
30/01/2018,120,28,Medium,campbellton,NB,Medicate without a medical document,Daily,28
29/01/2018,115,28,High,campbellton,NB,Medicate without a medical document,Daily,28
28/01/2018,40,14,Medium,campbellton,NB,Medicate without a medical document,Daily,28
31/01/2018,25,3.5,Medium,campbellton,NB,Use recreationally,A few times per week,14
30/01/2018,10,1,Medium,campbellton,NB,Use recreationally,A few times a year,0.5
01/02/2018,125,28,High,campbellton,NB,Medicate without a medical document,Daily,0
31/01/2018,110,28,Medium,tracadie,NB,Use recreationally,Daily,56
25/01/2018,20,3.5,Low,tracadie,NB,Medicate with a medical document,Daily,30
27/01/2018,100,28,High,tracadie,NB,Use recreationally,A few times per week,14
26/01/2018,25,3.5,Medium,tracadie,NB,Use recreationally,A few times per month,1
31/01/2018,120,14,High,bathurst,NB,Medicate without a medical document,Daily,116
31/01/2018,50,7,High,bathurst,NB,Use recreationally,Daily,116
31/01/2018,200,28,High,bathurst,NB,Medicate without a medical document,Daily,116
31/01/2018,400,116,Medium,bathurst,NB,Use recreationally,Daily,116
31/01/2018,180,28,High,bathurst,NB,Use recreationally,Daily,28
30/01/2018,120,28,High,bathurst,NB,Use recreationally,Daily,28
26/01/2018,100,28,Low,bathurst,NB,Medicate without a medical document,A few times per week,3.5
30/01/2018,10,1,Medium,bathurst,NB,Medicate without a medical document,A few times per month,1
30/01/2018,10,1,Medium,bathurst,NB,Use recreationally,A few times per week,0.5
03/02/2018,20,1,High,new bandon,NB,Use recreationally,A few times per week,14
31/01/2018,100,14,High,new bandon,NB,Use recreationally,,0
31/01/2018,145,28,High,shippagan,NB,Medicate with a medical document,Daily,90
25/01/2018,35,3.5,High,shippagan,NB,Use recreationally,Daily,15
25/01/2018,140,28,Medium,shippagan,NB,Use recreationally,Daily,14
25/01/2018,30,3.5,High,shippagan,NB,Use recreationally,A few times a year,0.5
26/01/2018,25,3.5,Medium,les �les-de-la-madeleine,QC,Use recreationally,A few times per week,14
27/01/2018,40,7,High,sainte-th�r�se-de-gasp�,QC,Medicate without a medical document,Daily,28
25/01/2018,200,28,High,grande-rivi�re,QC,Use recreationally,A few times per week,14
26/01/2018,100,14,Medium,grande-rivi�re,QC,Medicate without a medical document,A few times per week,14
25/01/2018,160,28,High,chandler,QC,Use recreationally,Daily,30
26/01/2018,10,1,High,chandler,QC,Use recreationally,Daily,28
25/01/2018,25,3.5,Medium,chandler,QC,Use recreationally,A few times per week,28
25/01/2018,160,28,Medium,chandler,QC,Medicate without a medical document,Daily,28
30/01/2018,100,28,Medium,chandler,QC,Medicate without a medical document,Daily,28
25/01/2018,140,28,High,chandler,QC,Use recreationally,Daily,15
26/01/2018,20,3.5,Medium,chandler,QC,Use recreationally,Daily,14
26/01/2018,25,3.5,Medium,chandler,QC,Use recreationally,A few times per month,3.5
26/01/2018,25,3.5,Medium,chandler,QC,Use recreationally,A few times a year,0.5
25/01/2018,25,3.5,High,port-daniel--gascons,QC,Use recreationally,A few times per week,3.5
03/02/2018,160,28,High,gasp�,QC,Use recreationally,Daily,60
31/01/2018,130,28,Medium,gasp�,QC,Use recreationally,Daily,42
25/01/2018,125,28,Medium,gasp�,QC,Use recreationally,Daily,28
26/01/2018,100,28,Medium,gasp�,QC,Use recreationally,Daily,28
30/01/2018,3.5,1,High,gasp�,QC,Medicate without a medical document,A few times per month,28
31/01/2018,25,3.5,Low,gasp�,QC,Use recreationally,A few times a year,7
31/01/2018,120,28,Medium,gasp�,QC,Use recreationally,Daily,7
02/02/2018,60,7,Medium,gasp�,QC,Use recreationally,A few times a year,0.5
26/01/2018,20,3.5,High,cap-chat,QC,Use recreationally,A few times per week,7
26/01/2018,20,3.5,High,cap-chat,QC,Use recreationally,,0
03/02/2018,10,1,Medium,hope town,QC,Use recreationally,Daily,14
03/02/2018,11,1,High,hope town,QC,Medicate without a medical document,Daily,7
03/02/2018,11,1,High,hope town,QC,Use recreationally,Daily,7
03/02/2018,11,1,High,hope town,QC,Use recreationally,Daily,7
